"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"ELME","","Eleocharis melanocarpa","Perennial","","","","","","","",""
"ELMI2","","Eleocharis microcarpa","Annual","","","","","","","",""
"ELOB2","","Eleocharis obtusa","Annual, Perennial","Spring","Dark Green","4.1","8.7","18","60","Intolerant","37"
"ELOL","","Eleocharis olivacea","Perennial","","","","","","","",""
"ELOLO","","Eleocharis olivacea var. olivacea","Perennial","","","","","","","",""
"ELOV","","Eleocharis ovata","Annual","Summer and Fall","","4.6","6.8","32","60","Intolerant","47"
"ELPA3","","Eleocharis palustris","Perennial","Spring","Dark Green","4.0","8.0","16","60","Intolerant","-38"
"ELPAP","","Eleocharis palustris var. palustris","Perennial","","","","","","","",""
"ELPA5","","Eleocharis parvula","Annual, Perennial","Summer and Fall","","6.0","8.0","18","60","Intolerant","-38"
"ELQU","","Eleocharis quadrangulata","Perennial","Spring, Summer, Fall","","5.8","7.2","24","60","Intolerant","-28"
"ELRO","","Eleocharis robbinsii","Perennial","","","","","","","",""
"ELRO2","","Eleocharis rostellata","Perennial","Spring, Summer, Fall","","6.0","8.0","10","55","Intolerant","-28"
"ELTE","","Eleocharis tenuis","Perennial","Spring","Dark Green","6.2","7.0","24","60","Intolerant","-23"
"ELTEP","","Eleocharis tenuis var. pseudoptera","Perennial","","","","","","","",""
"ELTET","","Eleocharis tenuis var. tenuis","Perennial","","","","","","","",""
"ELTEV","","Eleocharis tenuis var. verrucosa","Perennial","","","","","","","",""
"ELTO","","Eleocharis tortilis","Perennial","","","","","","","",""
"ELTR5","","Eleocharis tricostata","Perennial","","","","","","","",""
"ELTU","","Eleocharis tuberculosa","Perennial","","","","","","","",""
"ELEPH","","Elephantopus","","","","","","","","",""
"ELCA3","","Elephantopus carolinianus","Perennial","Summer","Dark Green","5.0","7.2","32","55","Intolerant","-13"
"ELNU","","Elephantopus nudatus","Perennial","","","","","","","",""
"ELTO2","","Elephantopus tomentosus","Perennial","","","","","","","",""
"ELEUS","","Eleusine","","","","","","","","",""
"ELIN3","","Eleusine indica","Annual","","","","","","","",""
"ELLIS","","Ellisia","","","","","","","","",""
"ELNY","","Ellisia nyctelea","Annual","","","","","","","",""
"ELODE","","Elodea","","","","","","","","",""
"ELCA7","","Elodea canadensis","Perennial","Spring","Gray-Green","4.8","7.8","12","60","Intolerant","-33"
"ELNU2","","Elodea nuttallii","Perennial","","","","","","","",""
"ELYMU","","Elymus","","","","","","","","",""
"ELCA4","","Elymus canadensis","Perennial","Spring, Summer, Fall","Green","5.0","7.9","20","45","Tolerant","-43"
"ELGL3","","Elymus glabriflorus","Perennial","","","","","","","",""
"ELHY","","Elymus hystrix","Perennial","","","","","","","",""
"ELHYB","","Elymus hystrix var. bigeloviana","Perennial","","","","","","","",""
"ELHYH","","Elymus hystrix var. hystrix","Perennial","","","","","","","",""
"ELMA","","Elymus macgregorii","Perennial","","","","","","","",""
"ELRE4","","Elymus repens","Perennial","Spring and Summer","Green","5.2","7.8","24","65","Intolerant","-43"
"ELRI","","Elymus riparius","Perennial","Spring and Summer","Dark Green","4.5","7.2","24","55","Tolerant","-33"
"ELTR7","","Elymus trachycaulus","Perennial","","","","","","","",""
"ELTRS","","Elymus trachycaulus ssp. subsecundus","Perennial","","","","","","","",""
"ELTRT","","Elymus trachycaulus ssp. trachycaulus","Perennial","Spring","Green","5.6","9.0","8","25","Intolerant","-38"
"ELVI","","Elymus villosus","Perennial","","","","","","","",""
"ELVI3","","Elymus virginicus","Perennial","Spring","Green","5.0","7.0","36","55","Tolerant","-28"
"ELVIH","","Elymus virginicus var. halophilus","Perennial","","","","","","","",""
"ELVIV","","Elymus virginicus var. virginicus","Perennial","","","","","","","",""
"ENNEA","","Enneapogon","","","","","","","","",""
"ENDE","","Enneapogon desvauxii","Perennial","","","","","","","",""
"EPIFA","","Epifagus","","","","","","","","",""
"EPVI2","","Epifagus virginiana","Annual","","","","","","","",""
"EPIGA","","Epigaea","","","","","","","","",""
"EPRE2","","Epigaea repens","Perennial","","","","","","","",""
"EPILO","","Epilobium","","","","","","","","",""
"EPCI","","Epilobium ciliatum","Perennial","","","","","","","",""
"EPCIC","","Epilobium ciliatum ssp. ciliatum","Perennial","","","","","","","",""
"EPCO","","Epilobium coloratum","Perennial","Spring","Green","4.5","7.5","20","55","Intermediate","-33"
"EPHI","","Epilobium hirsutum","Perennial","","","","","","","",""
"EPLE2","","Epilobium leptophyllum","Perennial","Spring","Green","4.0","6.5","15","50","Intermediate","-33"
"EPST","","Epilobium strictum","Perennial","","","","","","","",""
"EPIPA","","Epipactis","","","","","","","","",""
"EPHE","","Epipactis helleborine","Perennial","","","","","","","",""
"EQUIS","","Equisetum","","","","","","","","",""
"EQAR","","Equisetum arvense","Perennial","Spring","Green","4.0","7.0","20","100","Intermediate","-43"
"EQFE","","Equisetum ×ferrissii","Perennial","","","","","","","",""
"EQFL","","Equisetum fluviatile","Perennial","Spring and Summer","Green","4.5","6.0","30","55","Intolerant","-33"
"EQHY","","Equisetum hyemale","Perennial","","","","","","","",""
"EQHYA","","Equisetum hyemale var. affine","Perennial","","","","","","","",""
"EQLI","","Equisetum ×litorale","Perennial","","","","","","","",""
"EQSY","","Equisetum sylvaticum","Perennial","Spring","Green","4.0","6.5","20","100","Tolerant","-43"
"ERAGR","","Eragrostis","","","","","","","","",""
"ERBA2","","Eragrostis barrelieri","Annual","","","","","","","",""
"ERCA","","Eragrostis capillaris","Annual","","","","","","","",""
"ERCI","","Eragrostis cilianensis","Annual","","","","","","","",""
"ERCU2","","Eragrostis curvula","Perennial","Summer","Green","4.5","8.5","15","40","Intolerant","-8"
"ERCY4","","Eragrostis cylindriflora","Annual","","","","","","","",""
"ERFR","","Eragrostis frankii","Annual","","","","","","","",""
"ERHI","","Eragrostis hirsuta","Perennial","","","","","","","",""
"ERHY","","Eragrostis hypnoides","Annual","Spring","Green","4.5","8.5","16","60","Intolerant","-38"
"ERME","","Eragrostis mexicana","Annual","","","","","","","",""
"ERMEM","","Eragrostis mexicana ssp. mexicana","Annual","","","","","","","",""
"ERMEV","","Eragrostis mexicana ssp. virescens","Annual","","","","","","","",""
"ERMI5","","Eragrostis minor","Annual","","","","","","","",""
"ERPE","","Eragrostis pectinacea","Annual, Perennial","","","","","","","",""
"ERPEP2","","Eragrostis pectinacea var. pectinacea","Annual","","","","","","","",""
"ERPI2","","Eragrostis pilosa","Annual","","","","","","","",""
"ERRE","","Eragrostis refracta","Perennial","","","","","","","",""
"ERSP","","Eragrostis spectabilis","Perennial","Spring","Green","4.0","7.5","10","60","Intolerant","-43"
"ERTR23","","Eragrostis trichophora","Perennial","","","","","","","",""
"ERUN","","Eragrostis unioloides","Annual","","","","","","","",""
"ERECH","","Erechtites","","","","","","","","",""
"ERHI2","","Erechtites hieraciifolia","Annual","","","","","","","",""
"ERHIH","","Erechtites hieraciifolia var. hieraciifolia","Annual","","","","","","","",""
"ERIGE","","Erigenia","","","","","","","","",""
"ERBU","","Erigenia bulbosa","Annual, Perennial","","","","","","","",""
"ERIGE2","","Erigeron","","","","","","","","",""
"ERAN","","Erigeron annuus","Annual","","","","","","","",""
"ERPH","","Erigeron philadelphicus","Biennial, Perennial","Spring and Summer","Green","4.8","7.8","18","55","Intermediate","-28"
"ERPHP","","Erigeron philadelphicus var. philadelphicus","Biennial, Perennial","","","","","","","",""
"ERPU","","Erigeron pulchellus","Perennial","","","","","","","",""
"ERPUB","","Erigeron pulchellus var. brauniae","Perennial","","","","","","","",""
"ERPUP","","Erigeron pulchellus var. pulchellus","Perennial","","","","","","","",""
"ERST3","","Erigeron strigosus","Annual, Biennial, Perennial","Spring and Summer","Green","4.8","7.2","12","55","Intolerant","-28"
"ERSTB","","Erigeron strigosus var. beyrichii","Annual, Biennial","","","","","","","",""
"ERIOC","","Eriocaulon","","","","","","","","",""
"ERAQ2","","Eriocaulon aquaticum","Perennial","","","","","","","",""
"ERCO7","","Eriocaulon compressum","Perennial","","","","","","","",""
"ERDE5","","Eriocaulon decangulare","Perennial","Spring","Dark Green","4.0","7.6","40","60","Intolerant","-8"
"ERDED2","","Eriocaulon decangulare var. decangulare","Perennial","","","","","","","",""
"ERPA4","","Eriocaulon parkeri","Perennial","","","","","","","",""
"ERIOC2","","Eriochloa","","","","","","","","",""
"ERAC4","","Eriochloa acuminata","Annual","","","","","","","",""
"ERACA","","Eriochloa acuminata var. acuminata","Annual","","","","","","","",""
"ERACM","","Eriochloa acuminata var. minor","Annual","","","","","","","",""
"ERPU4","","Eriochloa punctata","Annual, Perennial","","","","","","","",""
"ERIOP","","Eriophorum","","","","","","","","",""
"ERGR8","","Eriophorum gracile","Perennial","Summer","Green","4.0","6.5","24","55","Intolerant","-43"
"ERGRG2","","Eriophorum gracile var. gracile","Perennial","","","","","","","",""
"ERVI8","","Eriophorum virginicum","Perennial","Summer","Green","3.8","6.5","35","50","Intolerant","-33"
"ERODI","","Erodium","","","","","","","","",""
"ERCI6","","Erodium cicutarium","Annual, Biennial","","","","","","","",""
"ERCIC","","Erodium cicutarium ssp. cicutarium","Annual, Biennial","","","","","","","",""
"ERUCA","","Eruca","","","","","","","","",""
"ERVE5","","Eruca vesicaria","Annual","","","","","","","",""
"ERVES","","Eruca vesicaria ssp. sativa","Annual","","","","","","","",""
"ERUCA2","","Erucastrum","","","","","","","","",""
"ERGA","","Erucastrum gallicum","Annual, Biennial","","","","","","","",""
"ERYNG","","Eryngium","","","","","","","","",""
"ERAQ","","Eryngium aquaticum","Biennial","","","","","","","",""
"ERAQA","","Eryngium aquaticum var. aquaticum","Biennial","","","","","","","",""
"ERCA19","","Eryngium campestre","Perennial","","","","","","","",""
"ERYU","","Eryngium yuccifolium","Perennial","","","","","","","",""
"ERYUY","","Eryngium yuccifolium var. yuccifolium","Perennial","","","","","","","",""
"ERYSI","","Erysimum","","","","","","","","",""
"ERCA14","","Erysimum capitatum","Biennial, Perennial","","","","","","","",""
"ERCAC","","Erysimum capitatum var. capitatum","Biennial, Perennial","Spring and Summer","Green","6.0","8.5","12","30","Intolerant","-28"
"ERCH9","","Erysimum cheiranthoides","Annual, Biennial","","","","","","","",""
"ERIN7","","Erysimum inconspicuum","Biennial, Perennial","","","","","","","",""
"ERINI6","","Erysimum inconspicuum var. inconspicuum","Biennial, Perennial","","","","","","","",""
"ERRE4","","Erysimum repandum","Annual","","","","","","","",""
"ERYTH3","","Erythronium","","","","","","","","",""
"ERAL9","","Erythronium albidum","Perennial","","","","","","","",""
"ERAM5","","Erythronium americanum","Perennial","","","","","","","",""
"ERAMA2","","Erythronium americanum ssp. americanum","Perennial","","","","","","","",""
"ERUM2","","Erythronium umbilicatum","Perennial","","","","","","","",""
"ERUMU","","Erythronium umbilicatum ssp. umbilicatum","Perennial","","","","","","","",""
"EUBOT","","Eubotrys","","","","","","","","",""
"EURA5","","Eubotrys racemosa","Perennial","","","","","","","",""
"EUONY2","","Euonymus","","","","","","","","",""
"EUAL13","","Euonymus alatus","Perennial","","","","","","","",""
"EUALA2","","Euonymus alatus var. alatus","Perennial","","","","","","","",""
"EUAM9","","Euonymus americanus","Perennial","","","","","","","",""
"EUAT5","","Euonymus atropurpureus","Perennial","","","","","","","",""
"EUATA2","","Euonymus atropurpureus var. atropurpureus","Perennial","","","","","","","",""
"EUFO5","","Euonymus fortunei","Perennial","","","","","","","",""
"EUFOR2","","Euonymus fortunei var. radicans","Perennial","","","","","","","",""
"EUPAT","","Eupatorium","","","","","","","","",""
"EUAL2","","Eupatorium album","Perennial","","","","","","","",""
"EUALA","","Eupatorium album var. album","Perennial","","","","","","","",""
"EUAL3","","Eupatorium altissimum","Perennial","","","","","","","",""
"EUCA9","","Eupatorium cannabinum","Perennial","","","","","","","",""
"EUCA5","","Eupatorium capillifolium","Perennial","","","","","","","",""
"EUGO4","","Eupatorium godfreyanum","Perennial","","","","","","","",""
"EUHY","","Eupatorium hyssopifolium","Perennial","","","","","","","",""
"EUHYC","","Eupatorium hyssopifolium var. calcaratum","Perennial","","","","","","","",""
"EUHYH","","Eupatorium hyssopifolium var. hyssopifolium","Perennial","","","","","","","",""
"EUHYL","","Eupatorium hyssopifolium var. laciniatum","Perennial","","","","","","","",""
"EULE","","Eupatorium leucolepis","Perennial","","","","","","","",""
"EULEL","","Eupatorium leucolepis var. leucolepis","Perennial","","","","","","","",""
"EUPE3","","Eupatorium perfoliatum","Perennial","","","","","","","",""
"EUPEP","","Eupatorium perfoliatum var. perfoliatum","Perennial","","","","","","","",""
"EUPI2","","Eupatorium pilosum","Perennial","","","","","","","",""
"EURO4","","Eupatorium rotundifolium","Perennial","","","","","","","",""
"EUROO","","Eupatorium rotundifolium var. ovatum","Perennial","","","","","","","",""
"EUROR","","Eupatorium rotundifolium var. rotundifolium","Perennial","","","","","","","",""
"EUSE","","Eupatorium semiserratum","Perennial","","","","","","","",""
"EUSE2","","Eupatorium serotinum","Perennial","","","","","","","",""
"EUSE3","","Eupatorium sessilifolium","Perennial","","","","","","","",""
"EUSEB","","Eupatorium sessilifolium var. brittonianum","Perennial","","","","","","","",""
"EUSES","","Eupatorium sessilifolium var. sessilifolium","Perennial","","","","","","","",""
"EUSEV","","Eupatorium sessilifolium var. vaseyi","Perennial","","","","","","","",""
"EUPHO","","Euphorbia","","","","","","","","",""
"EUCO8","","Euphorbia commutata","Annual","","","","","","","",""
"EUCO10","","Euphorbia corollata","Perennial","","","","","","","",""
"EUCY","","Euphorbia cyathophora","Annual, Perennial","","","","","","","",""
"EUCY2","","Euphorbia cyparissias","Perennial","","","","","","","",""
"EUDE4","","Euphorbia dentata","Annual","","","","","","","",""
"EUDED","","Euphorbia dentata var. dentata","Annual","","","","","","","",""
"EUES","","Euphorbia esula","Perennial","","","","","","","",""
"EUESE","","Euphorbia esula var. esula","Perennial","","","","","","","",""
"EUFA2","","Euphorbia falcata","Annual","","","","","","","",""
"EUHE2","","Euphorbia helioscopia","Annual","","","","","","","",""
"EUHE13","","Euphorbia herniarifolia","Perennial","","","","","","","",""
"EUIP","","Euphorbia ipecacuanhae","Perennial","","","","","","","",""
"EULA4","","Euphorbia lathyris","Annual","","","","","","","",""
"EUMA8","","Euphorbia marginata","Annual","","","","","","","",""
"EUPE6","","Euphorbia peplus","Annual","","","","","","","",""
"EUPU7","","Euphorbia pubentissima","Perennial","","","","","","","",""
"EUPU4","","Euphorbia purpurea","Perennial","","","","","","","",""
"EUSP","","Euphorbia spathulata","Annual, Perennial","","","","","","","",""
"EURYB","","Eurybia","","","","","","","","",""
"EUCO37","","Eurybia compacta","Perennial","","","","","","","",""
